pobox.com 1 17398
gmail.com 2 8156
peff.net 3 2377
spearce.org 4 1401
linux-foundation.org 5 1113
gmx.de 6 1090
web.de 7 904
alum.mit.edu 8 783
80x24.org 9 533
tuxfamily.org 10 464
